word,occurrence,day
outer,2.4873868242139e-05,956.0
teeth,2.486925277480623e-05,1623.0
plain,2.466222998918965e-05,1694.0
liver,2.460294144839281e-05,404.0
shook,2.459626801282866e-05,853.0
exact,2.450182706525084e-05,2153.0
tells,2.44859896338312e-05,
match,2.4292260786751285e-05,2293.0
guess,2.4277072880067864e-05,1708.0
width,2.4220762152253884e-05,1865.0
lists,2.417404461084516e-05,
newly,2.415909908449976e-05,2206.0
roots,2.415165814454668e-05,
dance,2.411263174508349e-05,1581.0
hotel,2.4042277836997527e-05,1571.0
alive,2.3980135483725463e-05,892.0
topic,2.388508375588572e-05,1726.0
birds,2.3807105157330327e-05,
faces,2.371710626903223e-05,
forty,2.361405066039879e-05,1307.0
sorry,2.360698295888142e-05,701.0
soils,2.360641842642508e-05,
moves,2.3584984373883343e-05,
helps,2.3534161264251453e-05,
bills,2.3531998580549584e-05,
lying,2.3344262190221345e-05,92.0
skill,2.331485942704603e-05,232.0
teach,2.3255644700839182e-05,1911.0
score,2.319147683010669e-05,846.0
taste,2.3114465475373435e-05,1719.0
broke,2.30058332272165e-05,1807.0
lease,2.300445245055016e-05,1603.0
unity,2.299939136719331e-05,1634.0
hoped,2.280269680341008e-05,
prime,2.266069102915936e-05,954.0
roads,2.2650264872936533e-05,
solve,2.260003562696511e-05,165.0
dates,2.246851814561524e-05,
pilot,2.2412256366806105e-05,120.0
dress,2.2408534641726872e-05,1798.0
towns,2.236134085251252e-05,
cable,2.229061723483028e-05,1926.0
links,2.2287862029770623e-05,
fewer,2.21048729508766e-05,292.0
males,2.2104489635239587e-05,
ocean,2.200510869442951e-05,870.0
stars,2.1987066720612347e-05,
nerve,2.198562793637393e-05,757.0
sweet,2.195900860897382e-05,264.0
games,2.1939328016742367e-05,
reply,2.188183254475007e-05,653.0
adopt,2.1856387320440263e-05,990.0
spite,2.184778175433166e-05,551.0
fifth,2.17662599607138e-05,2095.0
gains,2.1729282398155192e-05,
grass,2.171398653445067e-05,1445.0
split,2.162385655537946e-05,1863.0
truck,2.141404456779128e-05,2099.0
modes,2.1347061556298284e-05,
doors,2.127247722455649e-05,
falls,2.115267467161175e-05,
bears,2.1044578563497943e-05,
wheat,2.101111378578935e-05,1954.0
pulse,2.0971538324374704e-05,2244.0
liked,2.090587122438592e-05,
tears,2.085250822347007e-05,
anger,2.0774770000571152e-05,2190.0
array,2.0758211521751947e-05,1120.0
marks,2.0711866054625715e-05,
bands,2.052790868167274e-05,
slope,2.051175781161873e-05,1316.0
worry,2.0381686026667013e-05,1099.0
tumor,2.030194593316992e-05,1937.0
worst,2.025770449108677e-05,907.0
wider,2.016225756960921e-05,1333.0
crowd,2.005388112593209e-05,829.0
fiber,1.998741088755196e-05,777.0
feels,1.980779774385156e-05,
guard,1.973051201275666e-05,2273.0
smoke,1.9727081235032528e-05,582.0
bones,1.9682257099982683e-05,
inter,1.9644930616777856e-05,461.0
trace,1.9539549248293044e-05,179.0
shell,1.948604109202279e-05,1045.0
serum,1.946367516211467e-05,1203.0
nurse,1.930175041707116e-05,722.0
tight,1.919829190228484e-05,2073.0
genes,1.9161755471941432e-05,
blind,1.915200387884397e-05,1502.0
foods,1.9090011992375367e-05,
honor,1.898579841508763e-05,1424.0
beare,1.8958655262863315e-05,
sizes,1.8811713525792585e-05,
dealt,1.8723068315011915e-05,1991.0
steam,1.865503838416771e-05,1941.0
bread,1.861738963270909e-05,1027.0
asset,1.8609704839036567e-05,349.0
fails,1.858586376329185e-05,
pairs,1.854279393228353e-05,
flood,1.8530659363023007e-05,361.0
angry,1.8509108285798e-05,410.0
chose,1.850572229159297e-05,635.0
zones,1.847852892751689e-05,
saved,1.8433361474308183e-05,
grand,1.8354809599259168e-05,2108.0
label,1.8347380646446254e-05,435.0
rough,1.8269571683049435e-05,1787.0
amend,1.825466565151146e-05,1162.0
tends,1.821559560994501e-05,
admit,1.820914305426413e-05,485.0
minds,1.819819401134737e-05,
noble,1.79661828042299e-05,1510.0
seeds,1.7916608740051743e-05,
stuff,1.7904266260302394e-05,2195.0
codes,1.7755628559825708e-05,
chart,1.7677305022516522e-05,1809.0
loose,1.7490335540060187e-05,612.0
wheel,1.7429779436497484e-05,1215.0
valve,1.7409340453014012e-05,552.0
graph,1.724589936202392e-05,1780.0
lunch,1.7204476116603472e-05,597.0
slave,1.7160509523819202e-05,305.0
farms,1.7150589228549508e-05,
flesh,1.703807974990923e-05,53.0
deals,1.7002391577989327e-05,
storm,1.6963898688118206e-05,985.0
songs,1.6946846972132335e-05,
drove,1.6904594795050797e-05,1187.0
cried,1.6888768423086732e-05,2157.0
seeks,1.6875336586963386e-05,
teams,1.680924033280462e-05,
usage,1.679565151789575e-05,1179.0
sheep,1.6787720705906396e-05,2042.0
essay,1.6780325986474053e-05,105.0
proud,1.6594006774539592e-05,1716.0
shore,1.6592527335888006e-05,2136.0
beach,1.6571426367590903e-05,1079.0
grace,1.656442933381186e-05,642.0
poems,1.6486575987073593e-05,
crude,1.647302325181954e-05,1690.0
tired,1.642913084651809e-05,
movie,1.6269727548205993e-05,273.0
edges,1.613700373127358e-05,
pride,1.612911999472999e-05,30.0
fired,1.60890789993573e-05,
holes,1.6042697279772255e-05,
royal,1.60066411808657e-05,302.0
oxide,1.6001993244572077e-05,312.0
audit,1.5931645339151147e-05,91.0
throw,1.590251391462516e-05,1633.0
paint,1.587743976415368e-05,1585.0
stick,1.585639955010265e-05,476.0
photo,1.580529346028925e-05,526.0
boats,1.5804830669288515e-05,
tract,1.578244107804494e-05,2017.0
renal,1.5763867650093745e-05,1346.0
alter,1.575824806423043e-05,1508.0
basin,1.5732967121948604e-05,827.0
organ,1.566389981235261e-05,2281.0
click,1.5650132290829788e-05,134.0
ruled,1.563707977766171e-05,
brand,1.549231657918426e-05,1821.0
talks,1.5466021686734166e-05,
laugh,1.539502376544988e-05,928.0
crack,1.537032876512967e-05,2165.0
hopes,1.534875043944339e-05,
wound,1.5326164593716385e-05,1998.0
shirt,1.532375375973061e-05,1495.0
dozen,1.5302312422136312e-05,129.0
dried,1.5297258978534956e-05,2176.0
dying,1.5296699803002412e-05,819.0
gifts,1.526778720290167e-05,
grave,1.5215544008242433e-05,547.0
mouse,1.5189901623671177e-05,1356.0
cloud,1.5188011675490996e-05,2077.0
nodes,1.5179042184172432e-05,
fraud,1.500466756624519e-05,1676.0
shoes,1.491669718234334e-05,
cloth,1.4905371572240255e-05,262.0
shear,1.4874503740429646e-05,1035.0
cream,1.4754602052562404e-05,645.0
meets,1.4753996110812296e-05,
drama,1.47075416680309e-05,1831.0
toxic,1.4655817958555415e-05,1820.0
doses,1.4608163510274608e-05,
clock,1.4587013702112015e-05,160.0
threw,1.456092445550894e-05,545.0
norms,1.4552692300640049e-05,
clerk,1.4492317859549075e-05,1682.0
verse,1.4278161143010947e-05,807.0
decay,1.4234398022381357e-05,756.0
votes,1.421028919139644e-05,
magic,1.4129763439996167e-05,801.0
marry,1.4014869175298372e-05,27.0
cargo,1.393227074004244e-05,311.0
trans,1.3894862058805302e-05,
hired,1.383403907311731e-05,
rigid,1.381871401463286e-05,1344.0
aster,1.381503698756166e-05,
seats,1.37981926491193e-05,
onset,1.3781114321318456e-05,456.0
vitro,1.3766337742708856e-05,
smell,1.370341513393214e-05,1097.0
sixty,1.3613334449473768e-05,1810.0
merit,1.3582530573330587e-05,446.0
guilt,1.3567795758717693e-05,1556.0
giant,1.3494475151674123e-05,1742.0
strip,1.3491019635694102e-05,1791.0
shops,1.3487130072462603e-05,
tanks,1.329913084191503e-05,
trail,1.3239703112049028e-05,1945.0
ports,1.3225183838585508e-05,
loads,1.3211771001806484e-05,
yours,1.3207297615736023e-05,
keeps,1.3190759709686972e-05,
yards,1.3145845314284087e-05,
knees,1.3134415903550687e-05,
fever,1.31168950429128e-05,1869.0
sport,1.3081244524073557e-05,803.0
urged,1.3063750920991878e-05,
tubes,1.3039773502896423e-05,
blame,1.3008892092329917e-05,2264.0
knife,1.299544159337529e-05,1055.0
fears,1.2938068066432606e-05,
glory,1.2930029070048475e-05,483.0
wells,1.2877524650320993e-05,
gases,1.2821240752600716e-05,
blank,1.2762779224431142e-05,1037.0
habit,1.2757472140947358e-05,1732.0
sixth,1.2753332957800013e-05,1520.0
buyer,1.273968797249836e-05,1094.0
tough,1.2719895348709542e-05,591.0
paths,1.264870985323796e-05,
pound,1.2646287359530106e-05,49.0
imply,1.2640920467674731e-05,961.0
badly,1.2536307804111856e-05,146.0
cares,1.2498105707856247e-05,
fleet,1.2455656251404435e-05,546.0
arose,1.243045768205775e-05,1252.0
dense,1.240850147951278e-05,1225.0
sized,1.2396063484629848e-05,
pitch,1.2391614855005172e-05,974.0
wings,1.239136512594996e-05,
alien,1.2385608588374453e-05,429.0
realm,1.23332989460323e-05,1144.0
sword,1.2332357864579534e-05,1572.0
burst,1.2329530127317412e-05,1386.0
elite,1.232305467055994e-05,683.0
stuck,1.2277539108254132e-05,565.0
plots,1.2213914706080688e-05,
tower,1.2206441697344417e-05,1867.0
hills,1.2196422139822972e-05,
aging,1.2013797550025629e-05,561.0
probe,1.1975911193076171e-05,1616.0
rings,1.1970877876592569e-05,
alias,1.1954366198752865e-05,
actor,1.19104319037433e-05,1674.0
wives,1.1827609596366528e-05,
meter,1.1793426356234704e-05,2173.0
mines,1.175971178781765e-05,
ranks,1.1715750479197596e-05,
craft,1.1694407221511938e-05,1792.0
alike,1.166132093203487e-05,478.0
crown,1.1656676433631218e-05,1059.0
reads,1.1588113356992836e-05,
fuels,1.158052393293474e-05,
naval,1.1571399973036025e-05,8.0
shoot,1.1501826820676795e-05,1349.0
tribe,1.1473875092633534e-05,1776.0
voted,1.145974060818844e-05,
woods,1.1354080616001738e-05,
slide,1.1320364610583055e-05,697.0
urine,1.1314933290123009e-05,1434.0
shaft,1.1300956020932063e-05,759.0
opens,1.12745010665094e-05,
blade,1.1270158211118542e-05,2072.0
guest,1.1217694836886947e-05,1001.0
meals,1.121258190323715e-05,
borne,1.118904170652968e-05,2030.0
upset,1.1165395962962064e-05,421.0
sorts,1.1161215606989572e-05,
juice,1.1042264568459358e-05,1948.0
spots,1.1036104024242376e-05,
shelf,1.102854894270422e-05,1166.0
posts,1.0976819412462646e-05,
tries,1.0942530680040364e-05,
donor,1.0887678417930146e-05,368.0
grows,1.088081515263184e-05,
rises,1.0818575701705412e-05,
naked,1.077270840141864e-05,
cheap,1.076110211215564e-05,1342.0
trips,1.075661428330932e-05,
cease,1.0751685958894086e-05,1777.0
owing,1.0721384660428157e-05,1759.0
crazy,1.069374804956169e-05,41.0
flame,1.0685970555641687e-05,1803.0
canal,1.0624924034345896e-05,1531.0
peaks,1.0607792537484784e-05,
lakes,1.0576874265098011e-05,
winds,1.0561336857790593e-05,
drops,1.0493126774235862e-05,
rated,1.0485078946658178e-05,
vapor,1.0429338808535248e-05,691.0
posed,1.0424102838442196e-05,
react,1.039688309901976e-05,28.0
alarm,1.034104223435861e-05,1521.0
piano,1.0297201988578309e-05,1165.0
uncle,1.0249578690491034e-05,1309.0
flour,1.0222808814432938e-05,1396.0
quote,1.0210611253569367e-05,1983.0
radar,1.0181445322814395e-05,1196.0
debts,1.0146739150513896e-05,
acids,1.014250996323932e-05,
shame,1.0131301132787483e-05,306.0
stops,1.012437058307114e-05,
brush,1.0079492931254208e-05,1728.0
alloy,1.007437202588335e-05,2040.0
grasp,1.0052656671177827e-05,2057.0
cubic,1.002361525024753e-05,1667.0
smart,9.97936021121859e-06,147.0
cards,9.952972353638882e-06,
spare,9.95078808045946e-06,1638.0
boxes,9.905388187069465e-06,
drift,9.876253025140613e-06,1886.0
dairy,9.862073866315769e-06,1030.0
reign,9.854143436314188e-06,1029.0
dirty,9.847511728366954e-06,2037.0
draws,9.764351370904476e-06,
basal,9.741775729708024e-06,2269.0
genus,9.737077971294638e-06,
cafes,9.716885129461816e-06,
audio,9.716530175865046e-06,1589.0
fires,9.714850093587302e-06,
gauge,9.694602467789082e-06,2163.0
lover,9.682111440270093e-06,578.0
stems,9.648501090850914e-06,
chuse,9.648275036716188e-06,
parks,9.646890548538067e-06,
eager,9.61207935688435e-06,1778.0
spray,9.555104425089668e-06,104.0
flash,9.547634917907998e-06,1597.0
brick,9.540004684822634e-06,1441.0
cheek,9.524136244181136e-06,307.0
funny,9.522536465738084e-06,581.0
lucky,9.469869892200224e-06,714.0
midst,9.460517294428427e-06,330.0
micro,9.456443467570351e-06,1275.0
grief,9.446924232179298e-06,1075.0
suits,9.348776184197049e-06,
stake,9.339954658571514e-06,1248.0
fatal,9.335477061540589e-06,1745.0
races,9.329685035481816e-06,
trunk,9.3144269703771e-06,1361.0
widow,9.301247173425509e-06,451.0
steep,9.295109848608262e-06,1246.0
orbit,9.292157546951784e-06,1554.0
forum,9.280685972044012e-06,1930.0
opera,9.27862882235786e-06,1994.0
vague,9.259778016712516e-06,1906.0
lined,9.237068552465645e-06,
bench,9.216830676450629e-06,17.0
swept,9.10146850401361e-06,1536.0
quasi,9.100561701416156e-06,559.0
spine,9.036254223246942e-06,1851.0
coach,9.021861205837925e-06,626.0
drunk,9.020414518090547e-06,1089.0
poets,8.995459838843089e-06,
